station,pollutant,date,corrected_measure,corrected_measure_validity,non-volatil_measure,non-volatil_measure_validity
FR10004,PM10,2007/06/04,-999,-1,-999,-1
FR10004,PM10,2007/06/05,-999,-1,-999,-1
FR10004,PM10,2007/06/06,-999,-1,-999,-1
FR10004,PM10,2007/06/07,-999,-1,-999,-1
FR10004,PM10,2007/06/08,-999,-1,-999,-1
FR10004,PM10,2007/06/09,-999,-1,-999,-1
FR10004,PM10,2007/06/10,-999,-1,-999,-1
FR10004,PM10,2007/06/11,-999,-1,-999,-1
FR10004,PM10,2007/06/12,-999,-1,-999,-1
FR10004,PM10,2007/06/13,-999,-1,-999,-1
FR10004,PM10,2007/06/14,-999,-1,-999,-1
FR10004,PM10,2007/06/15,-999,-1,-999,-1
FR10004,PM10,2007/06/16,-999,-1,-999,-1
FR10004,PM10,2007/06/17,-999,-1,-999,-1
FR10004,PM10,2007/06/18,-999,-1,-999,-1
FR10004,PM10,2007/06/19,-999,-1,-999,-1
FR10004,PM10,2007/06/20,-999,-1,-999,-1
FR10004,PM10,2007/06/21,-999,-1,-999,-1
FR10004,PM10,2007/06/22,-999,-1,-999,-1
FR10004,PM10,2007/06/23,-999,-1,-999,-1
FR10004,PM10,2007/06/24,-999,-1,-999,-1
FR10004,PM10,2007/06/25,-999,-1,-999,-1
FR10004,PM10,2007/06/26,-999,-1,-999,-1
FR10004,PM10,2007/06/27,-999,-1,-999,-1
FR10004,PM10,2007/06/28,-999,-1,-999,-1
FR10004,PM10,2007/06/29,-999,-1,-999,-1
FR10004,PM10,2007/06/30,-999,-1,-999,-1
FR10004,PM10,2007/07/01,-999,-1,-999,-1
FR10004,PM10,2007/07/02,-999,-1,-999,-1
FR10004,PM10,2007/07/03,-999,-1,-999,-1
FR10004,PM10,2007/07/04,-999,-1,-999,-1
FR10004,PM10,2007/07/05,-999,-1,-999,-1
FR10004,PM10,2007/07/06,-999,-1,-999,-1
FR10004,PM10,2007/07/07,-999,-1,-999,-1
FR10004,PM10,2007/07/08,-999,-1,-999,-1
FR10004,PM10,2007/07/09,-999,-1,-999,-1
FR10004,PM10,2007/07/10,-999,-1,-999,-1
FR10004,PM10,2007/07/11,-999,-1,-999,-1
FR10004,PM10,2007/07/12,-999,-1,-999,-1
FR10004,PM10,2007/07/13,-999,-1,-999,-1
FR10004,PM10,2007/07/14,-999,-1,-999,-1
FR10004,PM10,2007/07/15,-999,-1,-999,-1
FR10004,PM10,2007/07/16,-999,-1,-999,-1
FR10004,PM10,2007/07/17,-999,-1,-999,-1
FR10004,PM10,2007/07/18,-999,-1,-999,-1
FR10004,PM10,2007/07/19,-999,-1,-999,-1
FR10004,PM10,2007/07/20,-999,-1,-999,-1
FR10004,PM10,2007/07/21,-999,-1,-999,-1
FR10004,PM10,2007/07/22,-999,-1,-999,-1
FR10004,PM10,2007/07/23,-999,-1,-999,-1
FR10004,PM10,2007/07/24,-999,-1,-999,-1
FR10004,PM10,2007/07/25,-999,-1,-999,-1
FR10004,PM10,2007/07/26,-999,-1,-999,-1
FR10004,PM10,2007/07/27,-999,-1,-999,-1
FR10004,PM10,2007/07/28,-999,-1,-999,-1
FR10004,PM10,2007/07/29,-999,-1,-999,-1
FR10004,PM10,2007/07/30,-999,-1,-999,-1
FR10004,PM10,2007/07/31,-999,-1,-999,-1
FR10004,PM10,2007/08/01,-999,-1,-999,-1
FR10004,PM10,2007/08/02,-999,-1,-999,-1
FR10004,PM10,2007/08/03,-999,-1,-999,-1
FR10004,PM10,2007/08/04,-999,-1,-999,-1
FR10004,PM10,2007/08/05,-999,-1,-999,-1
FR10004,PM10,2007/08/06,-999,-1,-999,-1
FR10004,PM10,2007/08/07,-999,-1,-999,-1
FR10004,PM10,2007/08/08,-999,-1,-999,-1
FR10004,PM10,2007/08/09,-999,-1,-999,-1
FR10004,PM10,2007/08/10,-999,-1,-999,-1
FR10004,PM10,2007/08/11,-999,-1,-999,-1
FR10004,PM10,2007/08/12,-999,-1,-999,-1
FR10004,PM10,2007/08/13,-999,-1,-999,-1
FR10004,PM10,2007/08/14,-999,-1,-999,-1
FR10004,PM10,2007/08/15,-999,-1,-999,-1
FR10004,PM10,2007/08/16,-999,-1,-999,-1
FR10004,PM10,2007/08/17,-999,-1,-999,-1
FR10004,PM10,2007/08/18,-999,-1,-999,-1
FR10004,PM10,2007/08/19,-999,-1,-999,-1
FR10004,PM10,2007/08/20,-999,-1,-999,-1
FR10004,PM10,2007/08/21,-999,-1,-999,-1
FR10004,PM10,2007/08/22,-999,-1,-999,-1
FR10004,PM10,2007/08/23,-999,-1,-999,-1
FR10004,PM10,2007/08/24,-999,-1,-999,-1
FR10004,PM10,2007/08/25,-999,-1,-999,-1
FR10004,PM10,2007/08/26,-999,-1,-999,-1
FR10004,PM10,2007/08/27,-999,-1,-999,-1
FR10004,PM10,2007/08/28,-999,-1,-999,-1
FR10004,PM10,2007/08/29,-999,-1,-999,-1
FR10004,PM10,2007/08/30,-999,-1,-999,-1
FR10004,PM10,2007/08/31,-999,-1,-999,-1
FR10004,PM10,2007/09/01,-999,-1,-999,-1
FR10004,PM10,2007/09/02,-999,-1,-999,-1
FR10004,PM10,2007/09/03,-999,-1,-999,-1
FR10004,PM10,2007/09/04,-999,-1,-999,-1
FR10004,PM10,2007/09/05,-999,-1,-999,-1
FR10004,PM10,2007/09/06,-999,-1,-999,-1
FR10004,PM10,2007/09/07,-999,-1,-999,-1
FR10004,PM10,2007/09/08,-999,-1,-999,-1
FR10004,PM10,2007/09/09,-999,-1,-999,-1
FR10004,PM10,2007/09/10,-999,-1,-999,-1
FR10004,PM10,2007/09/11,-999,-1,-999,-1
FR10004,PM10,2007/09/12,-999,-1,-999,-1
FR10004,PM10,2007/09/13,-999,-1,-999,-1
FR10004,PM10,2007/09/14,-999,-1,-999,-1
FR10004,PM10,2007/09/15,-999,-1,-999,-1
FR10004,PM10,2007/09/16,-999,-1,-999,-1
FR10004,PM10,2007/09/17,-999,-1,-999,-1
FR10004,PM10,2007/09/18,20,1,18,1
FR10004,PM10,2007/09/19,18,1,13,1
FR10004,PM10,2007/09/20,17,1,13,1
FR10004,PM10,2007/09/21,18,1,13,1
FR10004,PM10,2007/09/22,28,1,17,1
FR10004,PM10,2007/09/23,28,1,14,1
FR10004,PM10,2007/09/24,16,1,12,1
FR10004,PM10,2007/09/25,15,1,13,1
FR10004,PM10,2007/09/26,18,1,15,1
FR10004,PM10,2007/09/27,26,1,20,1
FR10004,PM10,2007/09/28,36,1,28,1
FR10004,PM10,2007/09/29,26,1,16,1
FR10004,PM10,2007/09/30,27,1,20,1
FR10004,PM10,2007/10/01,32,1,18,1
FR10004,PM10,2007/10/02,56,1,34,1
FR10004,PM10,2007/10/03,48,1,23,1
FR10004,PM10,2007/10/04,30,1,15,1
FR10004,PM10,2007/10/05,23,1,13,1
FR10004,PM10,2007/10/06,38,1,20,1
FR10004,PM10,2007/10/07,53,1,28,1
FR10004,PM10,2007/10/08,53,1,29,1
FR10004,PM10,2007/10/09,48,1,17,1
FR10004,PM10,2007/10/10,36,1,20,1
FR10004,PM10,2007/10/11,67,1,28,1
FR10004,PM10,2007/10/12,49,1,14,1
FR10004,PM10,2007/10/13,35,1,20,1
FR10004,PM10,2007/10/14,40,1,24,1
FR10004,PM10,2007/10/15,42,1,23,1
FR10004,PM10,2007/10/16,38,1,21,1
FR10004,PM10,2007/10/17,27,1,16,1
FR10004,PM10,2007/10/18,20,1,17,1
FR10004,PM10,2007/10/19,20,1,14,1
FR10004,PM10,2007/10/20,31,1,18,1
FR10004,PM10,2007/10/21,47,1,23,1
FR10004,PM10,2007/10/22,36,1,18,1
FR10004,PM10,2007/10/23,38,1,23,1
FR10004,PM10,2007/10/24,36,1,23,1
FR10004,PM10,2007/10/25,52,1,33,1
FR10004,PM10,2007/10/26,58,1,38,1
FR10004,PM10,2007/10/27,59,1,31,1
FR10004,PM10,2007/10/28,45,1,19,1
FR10004,PM10,2007/10/29,26,1,11,1
FR10004,PM10,2007/10/30,20,1,14,1
FR10004,PM10,2007/10/31,41,1,28,1
FR10004,PM10,2007/11/01,38,1,21,1
FR10004,PM10,2007/11/02,35,1,17,1
FR10004,PM10,2007/11/03,33,1,16,1
FR10004,PM10,2007/11/04,27,1,17,1
FR10004,PM10,2007/11/05,37,1,23,1
FR10004,PM10,2007/11/06,28,1,22,1
FR10004,PM10,2007/11/07,37,1,32,1
FR10004,PM10,2007/11/08,24,1,16,1
FR10004,PM10,2007/11/09,22,1,22,1
FR10004,PM10,2007/11/10,23,1,20,1
FR10004,PM10,2007/11/11,23,1,21,1
FR10004,PM10,2007/11/12,17,1,15,1
FR10004,PM10,2007/11/13,21,1,13,1
FR10004,PM10,2007/11/14,24,1,16,1
FR10004,PM10,2007/11/15,26,1,19,1
FR10004,PM10,2007/11/16,39,1,24,1
FR10004,PM10,2007/11/17,37,1,14,1
FR10004,PM10,2007/11/18,39,1,15,1
FR10004,PM10,2007/11/19,31,1,18,1
FR10004,PM10,2007/11/20,25,1,14,1
FR10004,PM10,2007/11/21,19,1,12,1
FR10004,PM10,2007/11/22,26,1,15,1
FR10004,PM10,2007/11/23,25,1,19,1
FR10004,PM10,2007/11/24,25,1,17,1
FR10004,PM10,2007/11/25,21,1,15,1
FR10004,PM10,2007/11/26,20,1,17,1
FR10004,PM10,2007/11/27,41,1,32,1
FR10004,PM10,2007/11/28,21,1,9,1
FR10004,PM10,2007/11/29,24,1,11,1
FR10004,PM10,2007/11/30,20,1,12,1
FR10004,PM10,2007/12/01,15,1,11,1
FR10004,PM10,2007/12/02,18,1,14,1
FR10004,PM10,2007/12/03,18,1,18,1
FR10004,PM10,2007/12/04,24,1,20,1
FR10004,PM10,2007/12/05,18,1,13,1
FR10004,PM10,2007/12/06,21,1,19,1
FR10004,PM10,2007/12/07,19,1,17,1
FR10004,PM10,2007/12/08,17,1,14,1
FR10004,PM10,2007/12/09,16,1,15,1
FR10004,PM10,2007/12/10,24,1,22,1
FR10004,PM10,2007/12/11,22,1,20,1
FR10004,PM10,2007/12/12,47,1,31,1
FR10004,PM10,2007/12/13,56,1,34,1
FR10004,PM10,2007/12/14,41,1,21,1
FR10004,PM10,2007/12/15,33,1,17,1
FR10004,PM10,2007/12/16,35,1,18,1
FR10004,PM10,2007/12/17,45,1,27,1
FR10004,PM10,2007/12/18,57,1,39,1
FR10004,PM10,2007/12/19,93,1,66,1
FR10004,PM10,2007/12/20,110,1,68,1
FR10004,PM10,2007/12/21,77,1,55,1
FR10004,PM10,2007/12/22,77,1,48,1
FR10004,PM10,2007/12/23,96,1,50,1
FR10004,PM10,2007/12/24,60,1,28,1
FR10004,PM10,2007/12/25,40,1,19,1
FR10004,PM10,2007/12/26,33,1,18,1
FR10004,PM10,2007/12/27,30,1,14,1
FR10004,PM10,2007/12/28,22,1,5,1
FR10004,PM10,2007/12/29,22,1,17,1
FR10004,PM10,2007/12/30,23,1,19,1
FR10004,PM10,2007/12/31,42,1,28,1
FR10009,PM10,2007/01/01,-999,-1,-999,-1
FR10009,PM10,2007/01/02,-999,-1,-999,-1
FR10009,PM10,2007/01/03,-999,-1,20,1
FR10009,PM10,2007/01/04,-999,-1,18,1
FR10009,PM10,2007/01/05,-999,-1,14,1
FR10009,PM10,2007/01/06,-999,-1,12,1
FR10009,PM10,2007/01/07,-999,-1,11,1
FR10009,PM10,2007/01/08,-999,-1,12,1
FR10009,PM10,2007/01/09,-999,-1,16,1
FR10009,PM10,2007/01/10,-999,-1,15,1
FR10009,PM10,2007/01/11,-999,-1,24,1
FR10009,PM10,2007/01/12,35,1,28,1
FR10009,PM10,2007/01/13,14,1,10,1
FR10009,PM10,2007/01/14,23,1,20,1
FR10009,PM10,2007/01/15,-999,-1,23,1
FR10009,PM10,2007/01/16,25,1,18,1
FR10009,PM10,2007/01/17,19,1,13,1
FR10009,PM10,2007/01/18,23,1,19,1
FR10009,PM10,2007/01/19,25,1,20,1
FR10009,PM10,2007/01/20,22,1,17,1
FR10009,PM10,2007/01/21,20,1,17,1
FR10009,PM10,2007/01/22,16,1,15,1
FR10009,PM10,2007/01/23,22,1,19,1
FR10009,PM10,2007/01/24,25,1,22,1
FR10009,PM10,2007/01/25,34,1,20,1
FR10009,PM10,2007/01/26,31,1,22,1
FR10009,PM10,2007/01/27,36,1,28,1
FR10009,PM10,2007/01/28,18,1,14,1
FR10009,PM10,2007/01/29,33,1,26,1
FR10009,PM10,2007/01/30,45,1,31,1
FR10009,PM10,2007/01/31,33,1,20,1
FR10009,PM10,2007/02/01,41,1,27,1
FR10009,PM10,2007/02/02,34,1,22,1
FR10009,PM10,2007/02/03,37,1,28,1
FR10009,PM10,2007/02/04,40,1,23,1
FR10009,PM10,2007/02/05,38,1,24,1
FR10009,PM10,2007/02/06,22,1,19,1
FR10009,PM10,2007/02/07,46,1,32,1
FR10009,PM10,2007/02/08,34,1,20,1
FR10009,PM10,2007/02/09,38,1,25,1
FR10009,PM10,2007/02/10,26,1,17,1
FR10009,PM10,2007/02/11,26,1,20,1
FR10009,PM10,2007/02/12,24,1,17,1
FR10009,PM10,2007/02/13,29,1,23,1
FR10009,PM10,2007/02/14,27,1,20,1
FR10009,PM10,2007/02/15,35,1,27,1
FR10009,PM10,2007/02/16,29,1,19,1
FR10009,PM10,2007/02/17,36,1,26,1
FR10009,PM10,2007/02/18,46,1,28,1
FR10009,PM10,2007/02/19,59,1,30,1
FR10009,PM10,2007/02/20,52,1,26,1
FR10009,PM10,2007/02/21,29,1,15,1
FR10009,PM10,2007/02/22,26,1,16,1
FR10009,PM10,2007/02/23,26,1,15,1
FR10009,PM10,2007/02/24,19,1,12,1
FR10009,PM10,2007/02/25,17,1,11,1
FR10009,PM10,2007/02/26,22,1,18,1
FR10009,PM10,2007/02/27,21,1,15,1
FR10009,PM10,2007/02/28,33,1,25,1
FR10009,PM10,2007/03/01,21,1,14,1
FR10009,PM10,2007/03/02,21,1,17,1
FR10009,PM10,2007/03/03,17,1,15,1
FR10009,PM10,2007/03/04,18,1,12,1
FR10009,PM10,2007/03/05,15,1,13,1
FR10009,PM10,2007/03/06,11,1,8,1
FR10009,PM10,2007/03/07,22,1,18,1
FR10009,PM10,2007/03/08,-999,-1,38,1
FR10009,PM10,2007/03/09,26,1,23,1
FR10009,PM10,2007/03/10,27,1,22,1
FR10009,PM10,2007/03/11,30,1,22,1
FR10009,PM10,2007/03/12,59,1,45,1
FR10009,PM10,2007/03/13,80,1,57,1
FR10009,PM10,2007/03/14,61,1,46,1
FR10009,PM10,2007/03/15,63,1,39,1
FR10009,PM10,2007/03/16,41,1,23,1
FR10009,PM10,2007/03/17,29,1,22,1
FR10009,PM10,2007/03/18,19,1,15,1
FR10009,PM10,2007/03/19,21,1,21,1
FR10009,PM10,2007/03/20,27,1,27,1
FR10009,PM10,2007/03/21,35,1,35,1
FR10009,PM10,2007/03/22,32,1,26,1
FR10009,PM10,2007/03/23,34,1,25,1
FR10009,PM10,2007/03/24,61,1,47,1
FR10009,PM10,2007/03/25,100,1,74,1
FR10009,PM10,2007/03/26,67,1,44,1
FR10009,PM10,2007/03/27,88,1,54,1
FR10009,PM10,2007/03/28,123,1,76,1
FR10009,PM10,2007/03/29,124,1,51,1
FR10009,PM10,2007/03/30,90,1,38,1
FR10009,PM10,2007/03/31,95,1,43,1
FR10009,PM10,2007/04/01,76,1,38,1
FR10009,PM10,2007/04/02,84,1,47,1
FR10009,PM10,2007/04/03,27,1,21,1
FR10009,PM10,2007/04/04,27,1,18,1
FR10009,PM10,2007/04/05,73,1,54,1
FR10009,PM10,2007/04/06,72,1,45,1
FR10009,PM10,2007/04/07,21,1,13,1
FR10009,PM10,2007/04/08,33,1,17,1
FR10009,PM10,2007/04/09,59,1,30,1
FR10009,PM10,2007/04/10,63,1,41,1
FR10009,PM10,2007/04/11,49,1,30,1
FR10009,PM10,2007/04/12,66,1,28,1
FR10009,PM10,2007/04/13,75,1,39,1
FR10009,PM10,2007/04/14,85,1,50,1
FR10009,PM10,2007/04/15,106,1,71,1
FR10009,PM10,2007/04/16,87,1,52,1
FR10009,PM10,2007/04/17,26,1,14,1
FR10009,PM10,2007/04/18,43,1,29,1
FR10009,PM10,2007/04/19,51,1,33,1
FR10009,PM10,2007/04/20,39,1,19,1
FR10009,PM10,2007/04/21,45,1,22,1
FR10009,PM10,2007/04/22,46,1,23,1
FR10009,PM10,2007/04/23,41,1,21,1
FR10009,PM10,2007/04/24,51,1,31,1
FR10009,PM10,2007/04/25,49,1,30,1
FR10009,PM10,2007/04/26,38,1,26,1
FR10009,PM10,2007/04/27,62,1,41,1
FR10009,PM10,2007/04/28,45,1,24,1
FR10009,PM10,2007/04/29,51,1,19,1
FR10009,PM10,2007/04/30,41,1,21,1
FR10009,PM10,2007/05/01,-999,-1,-999,-1
FR10009,PM10,2007/05/02,42,1,27,1
FR10009,PM10,2007/05/03,29,1,20,1
FR10009,PM10,2007/05/04,-999,-1,-999,-1
FR10009,PM10,2007/05/05,33,1,28,1
FR10009,PM10,2007/05/06,41,1,27,1
FR10009,PM10,2007/05/07,26,1,18,1
FR10009,PM10,2007/05/08,28,1,21,1
FR10009,PM10,2007/05/09,22,1,16,1
FR10009,PM10,2007/05/10,23,1,17,1
FR10009,PM10,2007/05/11,24,1,17,1
FR10009,PM10,2007/05/12,31,1,23,1
FR10009,PM10,2007/05/13,23,1,16,1
FR10009,PM10,2007/05/14,25,1,21,1
FR10009,PM10,2007/05/15,23,1,16,1
FR10009,PM10,2007/05/16,24,1,17,1
FR10009,PM10,2007/05/17,27,1,21,1
FR10009,PM10,2007/05/18,25,1,15,1
FR10009,PM10,2007/05/19,40,1,28,1
FR10009,PM10,2007/05/20,43,1,27,1
FR10009,PM10,2007/05/21,48,1,35,1
FR10009,PM10,2007/05/22,45,1,32,1
FR10009,PM10,2007/05/23,42,1,26,1
FR10009,PM10,2007/05/24,67,1,34,1
FR10009,PM10,2007/05/25,95,1,60,1
FR10009,PM10,2007/05/26,28,1,18,1
FR10009,PM10,2007/05/27,23,1,15,1
FR10009,PM10,2007/05/28,33,1,27,1
FR10009,PM10,2007/05/29,20,1,16,1
FR10009,PM10,2007/05/30,18,1,15,1
FR10009,PM10,2007/05/31,28,1,21,1
FR10009,PM10,2007/06/01,44,1,34,1
FR10009,PM10,2007/06/02,73,1,62,1
FR10009,PM10,2007/06/03,41,1,25,1
FR10009,PM10,2007/06/04,52,1,39,1
FR10009,PM10,2007/06/05,44,1,32,1
FR10009,PM10,2007/06/06,39,1,28,1
FR10009,PM10,2007/06/07,29,1,20,1
FR10009,PM10,2007/06/08,40,1,29,1
FR10009,PM10,2007/06/09,49,1,38,1
FR10009,PM10,2007/06/10,30,1,22,1
FR10009,PM10,2007/06/11,50,1,39,1
FR10009,PM10,2007/06/12,47,1,33,1
FR10009,PM10,2007/06/13,34,1,25,1
FR10009,PM10,2007/06/14,65,1,30,1
FR10009,PM10,2007/06/15,33,1,19,1
FR10009,PM10,2007/06/16,11,1,12,1
FR10009,PM10,2007/06/17,10,1,12,1
FR10009,PM10,2007/06/18,22,1,15,1
FR10009,PM10,2007/06/19,-999,-1,20,1
FR10009,PM10,2007/06/20,27,1,18,1
FR10009,PM10,2007/06/21,20,1,20,1
FR10009,PM10,2007/06/22,15,1,17,1
FR10009,PM10,2007/06/23,20,1,18,1
FR10009,PM10,2007/06/24,17,1,12,1
FR10009,PM10,2007/06/25,18,1,12,1
FR10009,PM10,2007/06/26,21,1,18,1
FR10009,PM10,2007/06/27,27,1,24,1
FR10009,PM10,2007/06/28,19,1,18,1
FR10009,PM10,2007/06/29,18,1,17,1
FR10009,PM10,2007/06/30,17,1,17,1
FR10009,PM10,2007/07/01,15,1,15,1
FR10009,PM10,2007/07/02,20,1,20,1
FR10009,PM10,2007/07/03,15,1,15,1
FR10009,PM10,2007/07/04,20,1,23,1
FR10009,PM10,2007/07/05,23,1,21,1
FR10009,PM10,2007/07/06,-999,-1,-999,-1
FR10009,PM10,2007/07/07,26,1,19,1
FR10009,PM10,2007/07/08,26,1,20,1
FR10009,PM10,2007/07/09,-999,-1,-999,-1
FR10009,PM10,2007/07/10,20,1,18,1
FR10009,PM10,2007/07/11,23,1,20,1
FR10009,PM10,2007/07/12,23,1,19,1
FR10009,PM10,2007/07/13,19,1,19,1
FR10009,PM10,2007/07/14,15,1,15,1
FR10009,PM10,2007/07/15,30,1,30,1
FR10009,PM10,2007/07/16,28,1,23,1
FR10009,PM10,2007/07/17,22,1,21,1
FR10009,PM10,2007/07/18,15,1,18,1
FR10009,PM10,2007/07/19,31,1,31,1
FR10009,PM10,2007/07/20,-999,-1,19,1
FR10009,PM10,2007/07/21,-999,-1,13,1
FR10009,PM10,2007/07/22,-999,-1,13,1
FR10009,PM10,2007/07/23,15,1,14,1
FR10009,PM10,2007/07/24,25,1,24,1
FR10009,PM10,2007/07/25,24,1,21,1
FR10009,PM10,2007/07/26,21,1,19,1
FR10009,PM10,2007/07/27,23,1,22,1
FR10009,PM10,2007/07/28,18,1,16,1
FR10009,PM10,2007/07/29,-999,-1,-999,-1
FR10009,PM10,2007/07/30,-999,-1,-999,-1
FR10009,PM10,2007/07/31,23,1,17,1
FR10009,PM10,2007/08/01,35,1,29,1
FR10009,PM10,2007/08/02,54,1,34,1
FR10009,PM10,2007/08/03,-999,-1,-999,-1
FR10009,PM10,2007/08/04,34,1,22,1
FR10009,PM10,2007/08/05,-999,-1,-999,-1
FR10009,PM10,2007/08/06,-999,-1,-999,-1
FR10009,PM10,2007/08/07,-999,-1,-999,-1
FR10009,PM10,2007/08/08,24,1,15,1
FR10009,PM10,2007/08/09,26,1,23,1
FR10009,PM10,2007/08/10,22,1,18,1
FR10009,PM10,2007/08/11,24,1,15,1
FR10009,PM10,2007/08/12,29,1,17,1
FR10009,PM10,2007/08/13,20,1,17,1
FR10009,PM10,2007/08/14,24,1,23,1
FR10009,PM10,2007/08/15,13,1,10,1
FR10009,PM10,2007/08/16,15,1,14,1
FR10009,PM10,2007/08/17,15,1,14,1
FR10009,PM10,2007/08/18,15,1,12,1
FR10009,PM10,2007/08/19,12,1,10,1
FR10009,PM10,2007/08/20,18,1,14,1
FR10009,PM10,2007/08/21,39,1,27,1
FR10009,PM10,2007/08/22,45,1,39,1
FR10009,PM10,2007/08/23,30,1,17,1
FR10009,PM10,2007/08/24,34,1,19,1
FR10009,PM10,2007/08/25,48,1,25,1
FR10009,PM10,2007/08/26,31,1,12,1
FR10009,PM10,2007/08/27,29,1,20,1
FR10009,PM10,2007/08/28,18,1,9,1
FR10009,PM10,2007/08/29,17,1,11,1
FR10009,PM10,2007/08/30,33,1,22,1
FR10009,PM10,2007/08/31,25,1,17,1
FR10009,PM10,2007/09/01,21,1,13,1
FR10009,PM10,2007/09/02,19,1,12,1
FR10009,PM10,2007/09/03,26,1,20,1
FR10009,PM10,2007/09/04,27,1,25,1
FR10009,PM10,2007/09/05,32,1,27,1
FR10009,PM10,2007/09/06,29,1,21,1
FR10009,PM10,2007/09/07,10,1,7,1
FR10009,PM10,2007/09/08,30,1,17,1
FR10009,PM10,2007/09/09,19,1,12,1
FR10009,PM10,2007/09/10,26,1,21,1
FR10009,PM10,2007/09/11,20,1,20,1
FR10009,PM10,2007/09/12,34,1,28,1
FR10009,PM10,2007/09/13,42,1,29,1
FR10009,PM10,2007/09/14,42,1,31,1
FR10009,PM10,2007/09/15,34,1,26,1
FR10009,PM10,2007/09/16,22,1,16,1
FR10009,PM10,2007/09/17,21,1,17,1
FR10009,PM10,2007/09/18,25,1,24,1
FR10009,PM10,2007/09/19,23,1,18,1
FR10009,PM10,2007/09/20,21,1,18,1
FR10009,PM10,2007/09/21,25,1,20,1
FR10009,PM10,2007/09/22,33,1,21,1
FR10009,PM10,2007/09/23,32,1,18,1
FR10009,PM10,2007/09/24,19,1,16,1
FR10009,PM10,2007/09/25,20,1,18,1
FR10009,PM10,2007/09/26,23,1,20,1
FR10009,PM10,2007/09/27,24,1,17,1
FR10009,PM10,2007/09/28,32,1,24,1
FR10009,PM10,2007/09/29,31,1,22,1
FR10009,PM10,2007/09/30,29,1,21,1
FR10009,PM10,2007/10/01,35,1,21,1
FR10009,PM10,2007/10/02,59,1,36,1
FR10009,PM10,2007/10/03,60,1,35,1
FR10009,PM10,2007/10/04,37,1,22,1
FR10009,PM10,2007/10/05,30,1,21,1
FR10009,PM10,2007/10/06,36,1,19,1
FR10009,PM10,2007/10/07,54,1,29,1
FR10009,PM10,2007/10/08,52,1,28,1
FR10009,PM10,2007/10/09,53,1,23,1
FR10009,PM10,2007/10/10,41,1,25,1
FR10009,PM10,2007/10/11,79,1,41,1
FR10009,PM10,2007/10/12,62,1,27,1
FR10009,PM10,2007/10/13,36,1,21,1
FR10009,PM10,2007/10/14,42,1,25,1
FR10009,PM10,2007/10/15,50,1,31,1
FR10009,PM10,2007/10/16,46,1,28,1
FR10009,PM10,2007/10/17,32,1,22,1
FR10009,PM10,2007/10/18,22,1,19,1
FR10009,PM10,2007/10/19,22,1,15,1
FR10009,PM10,2007/10/20,29,1,16,1
FR10009,PM10,2007/10/21,53,1,29,1
FR10009,PM10,2007/10/22,38,1,20,1
FR10009,PM10,2007/10/23,38,1,22,1
FR10009,PM10,2007/10/24,35,1,22,1
FR10009,PM10,2007/10/25,53,1,35,1
FR10009,PM10,2007/10/26,61,1,41,1
FR10009,PM10,2007/10/27,64,1,36,1
FR10009,PM10,2007/10/28,47,1,21,1
FR10009,PM10,2007/10/29,31,1,16,1
FR10009,PM10,2007/10/30,25,1,19,1
FR10009,PM10,2007/10/31,-999,-1,-999,-1
FR10009,PM10,2007/11/01,36,1,19,1
FR10009,PM10,2007/11/02,44,1,26,1
FR10009,PM10,2007/11/03,38,1,21,1
FR10009,PM10,2007/11/04,25,1,15,1
FR10009,PM10,2007/11/05,42,1,28,1
FR10009,PM10,2007/11/06,35,1,29,1
FR10009,PM10,2007/11/07,29,1,24,1
FR10009,PM10,2007/11/08,23,1,15,1
FR10009,PM10,2007/11/09,38,1,38,1
FR10009,PM10,2007/11/10,33,1,30,1
FR10009,PM10,2007/11/11,29,1,26,1
FR10009,PM10,2007/11/12,27,1,25,1
FR10009,PM10,2007/11/13,27,1,20,1
FR10009,PM10,2007/11/14,26,1,18,1
FR10009,PM10,2007/11/15,32,1,24,1
FR10009,PM10,2007/11/16,-999,-1,-999,-1
FR10009,PM10,2007/11/17,-999,-1,-999,-1
FR10009,PM10,2007/11/18,-999,-1,-999,-1
FR10009,PM10,2007/11/19,-999,-1,-999,-1
FR10009,PM10,2007/11/20,46,1,35,1
FR10009,PM10,2007/11/21,26,1,19,1
FR10009,PM10,2007/11/22,31,1,21,1
FR10009,PM10,2007/11/23,31,1,25,1
FR10009,PM10,2007/11/24,29,1,21,1
FR10009,PM10,2007/11/25,32,1,26,1
FR10009,PM10,2007/11/26,33,1,29,1
FR10009,PM10,2007/11/27,45,1,36,1
FR10009,PM10,2007/11/28,30,1,19,1
FR10009,PM10,2007/11/29,29,1,16,1
FR10009,PM10,2007/11/30,24,1,17,1
FR10009,PM10,2007/12/01,16,1,12,1
FR10009,PM10,2007/12/02,19,1,16,1
FR10009,PM10,2007/12/03,-999,-1,-999,-1
FR10009,PM10,2007/12/04,24,1,20,1
FR10009,PM10,2007/12/05,19,1,14,1
FR10009,PM10,2007/12/06,19,1,17,1
FR10009,PM10,2007/12/07,17,1,15,1
FR10009,PM10,2007/12/08,16,1,13,1
FR10009,PM10,2007/12/09,15,1,13,1
FR10009,PM10,2007/12/10,28,1,26,1
FR10009,PM10,2007/12/11,27,1,25,1
FR10009,PM10,2007/12/12,45,1,29,1
FR10009,PM10,2007/12/13,63,1,41,1
FR10009,PM10,2007/12/14,-999,-1,-999,-1
