station,pollutant,date,day_mean,validity
FR17013,O3,2003/03/10,65,1
FR17013,O3,2003/03/11,100,1
FR17013,O3,2003/03/12,74,1
FR17013,O3,2003/03/13,48,1
FR17013,O3,2003/03/14,61,1
FR17013,O3,2003/03/15,61,1
FR17013,O3,2003/03/16,70,1
FR17013,O3,2003/03/17,54,1
FR17013,O3,2003/03/18,47,1
FR17013,O3,2003/03/19,51,1
FR17013,O3,2003/03/20,49,1
FR17013,O3,2003/03/21,23,1
FR17013,O3,2003/03/22,58,1
FR17013,O3,2003/03/23,100,1
FR17013,O3,2003/03/24,106,1
FR17013,O3,2003/03/25,93,1
FR17013,O3,2003/03/26,96,1
FR17013,O3,2003/03/27,90,1
FR17013,O3,2003/03/28,80,1
FR17013,O3,2003/03/29,76,1
FR17013,O3,2003/03/30,80,1
FR17013,O3,2003/03/31,62,1
FR17013,O3,2003/04/01,73,1
FR17013,O3,2003/04/02,68,1
FR17013,O3,2003/04/03,60,1
FR17013,O3,2003/04/04,61,1
FR17013,O3,2003/04/05,65,1
FR17013,O3,2003/04/06,71,1
FR17013,O3,2003/04/07,66,1
FR17013,O3,2003/04/08,68,1
FR17013,O3,2003/04/09,68,1
FR17013,O3,2003/04/10,50,1
FR17013,O3,2003/04/11,66,1
FR17013,O3,2003/04/12,67,1
FR17013,O3,2003/04/13,79,1
FR17013,O3,2003/04/14,89,1
FR17013,O3,2003/04/15,106,1
FR17013,O3,2003/04/16,104,1
FR17013,O3,2003/04/17,109,1
FR17013,O3,2003/04/18,104,1
FR17013,O3,2003/04/19,89,1
FR17013,O3,2003/04/20,94,1
FR17013,O3,2003/04/21,78,1
FR17013,O3,2003/04/22,76,1
FR17013,O3,2003/04/23,84,1
FR17013,O3,2003/04/24,103,1
FR17013,O3,2003/04/25,110,1
FR17013,O3,2003/04/26,92,1
FR17013,O3,2003/04/27,86,1
FR17013,O3,2003/04/28,109,1
FR17013,O3,2003/04/29,98,1
FR17013,O3,2003/04/30,76,1
FR17013,O3,2003/05/01,79,1
FR17013,O3,2003/05/02,89,1
FR17013,O3,2003/05/03,73,1
FR17013,O3,2003/05/04,102,1
FR17013,O3,2003/05/05,91,1
FR17013,O3,2003/05/06,75,1
FR17013,O3,2003/05/07,78,1
FR17013,O3,2003/05/08,96,1
FR17013,O3,2003/05/09,71,1
FR17013,O3,2003/05/10,-999,-1
FR17013,O3,2003/05/11,-999,-1
FR17013,O3,2003/05/12,-999,-1
FR17013,O3,2003/05/13,-999,-1
FR17013,O3,2003/05/14,57,1
FR17013,O3,2003/05/15,75,1
FR17013,O3,2003/05/16,99,1
FR17013,O3,2003/05/17,94,1
FR17013,O3,2003/05/18,78,1
FR17013,O3,2003/05/19,65,1
FR17013,O3,2003/05/20,67,1
FR17013,O3,2003/05/21,62,1
FR17013,O3,2003/05/22,35,1
FR17013,O3,2003/05/23,50,1
FR17013,O3,2003/05/24,88,1
FR17013,O3,2003/05/25,46,1
FR17013,O3,2003/05/26,52,1
FR17013,O3,2003/05/27,51,1
FR17013,O3,2003/05/28,66,1
FR17013,O3,2003/05/29,77,1
FR17013,O3,2003/05/30,94,1
FR17013,O3,2003/05/31,102,1
FR17013,O3,2003/06/01,108,1
FR17013,O3,2003/06/02,84,1
FR17013,O3,2003/06/03,106,1
FR17013,O3,2003/06/04,124,1
FR17013,O3,2003/06/05,107,1
FR17013,O3,2003/06/06,84,1
FR17013,O3,2003/06/07,94,1
FR17013,O3,2003/06/08,111,1
FR17013,O3,2003/06/09,83,1
FR17013,O3,2003/06/10,124,1
FR17013,O3,2003/06/11,113,1
FR17013,O3,2003/06/12,121,1
FR17013,O3,2003/06/13,97,1
FR17013,O3,2003/06/14,105,1
FR17013,O3,2003/06/15,82,1
FR17013,O3,2003/06/16,103,1
FR17013,O3,2003/06/17,113,1
FR17013,O3,2003/06/18,89,1
FR17013,O3,2003/06/19,99,1
FR17013,O3,2003/06/20,72,1
FR17013,O3,2003/06/21,99,1
FR17013,O3,2003/06/22,103,1
FR17013,O3,2003/06/23,114,1
FR17013,O3,2003/06/24,116,1
FR17013,O3,2003/06/25,119,1
FR17013,O3,2003/06/26,108,1
FR17013,O3,2003/06/27,98,1
FR17013,O3,2003/06/28,107,1
FR17013,O3,2003/06/29,130,1
FR17013,O3,2003/06/30,112,1
FR17013,O3,2003/07/01,74,1
FR17013,O3,2003/07/02,81,1
FR17013,O3,2003/07/03,81,1
FR17013,O3,2003/07/04,64,1
FR17013,O3,2003/07/05,71,1
FR17013,O3,2003/07/06,85,1
FR17013,O3,2003/07/07,89,1
FR17013,O3,2003/07/08,112,1
FR17013,O3,2003/07/09,114,1
FR17013,O3,2003/07/10,117,1
FR17013,O3,2003/07/11,106,1
FR17013,O3,2003/07/12,125,1
FR17013,O3,2003/07/13,118,1
FR17013,O3,2003/07/14,128,1
FR17013,O3,2003/07/15,139,1
FR17013,O3,2003/07/16,113,1
FR17013,O3,2003/07/17,76,1
FR17013,O3,2003/07/18,92,1
FR17013,O3,2003/07/19,135,1
FR17013,O3,2003/07/20,138,1
FR17013,O3,2003/07/21,89,1
FR17013,O3,2003/07/22,97,1
FR17013,O3,2003/07/23,103,1
FR17013,O3,2003/07/24,-999,-1
FR17013,O3,2003/07/25,-999,-1
FR17013,O3,2003/07/26,99,1
FR17013,O3,2003/07/27,64,1
FR17013,O3,2003/07/28,65,1
FR17013,O3,2003/07/29,81,1
FR17013,O3,2003/07/30,76,1
FR17013,O3,2003/07/31,64,1
FR17013,O3,2003/08/01,104,1
FR17013,O3,2003/08/02,119,1
FR17013,O3,2003/08/03,125,1
FR17013,O3,2003/08/04,130,1
FR17013,O3,2003/08/05,133,1
FR17013,O3,2003/08/06,149,1
FR17013,O3,2003/08/07,146,1
FR17013,O3,2003/08/08,132,1
FR17013,O3,2003/08/09,150,1
FR17013,O3,2003/08/10,145,1
FR17013,O3,2003/08/11,130,1
FR17013,O3,2003/08/12,151,1
FR17013,O3,2003/08/13,159,1
FR17013,O3,2003/08/14,128,1
FR17013,O3,2003/08/15,101,1
FR17013,O3,2003/08/16,94,1
FR17013,O3,2003/08/17,110,1
FR17013,O3,2003/08/18,-999,-1
FR17013,O3,2003/08/19,93,1
FR17013,O3,2003/08/20,80,1
FR17013,O3,2003/08/21,92,1
FR17013,O3,2003/08/22,111,1
FR17013,O3,2003/08/23,103,1
FR17013,O3,2003/08/24,104,1
FR17013,O3,2003/08/25,105,1
FR17013,O3,2003/08/26,110,1
FR17013,O3,2003/08/27,130,1
FR17013,O3,2003/08/28,118,1
FR17013,O3,2003/08/29,83,1
FR17013,O3,2003/08/30,68,1
FR17013,O3,2003/08/31,-999,-1
FR17013,O3,2003/09/01,-999,-1
FR17013,O3,2003/09/02,-999,-1
FR17013,O3,2003/09/03,-999,-1
FR17013,O3,2003/09/04,98,1
FR17013,O3,2003/09/05,87,1
FR17013,O3,2003/09/06,72,1
FR17013,O3,2003/09/07,74,1
FR17013,O3,2003/09/08,62,1
FR17013,O3,2003/09/09,44,1
FR17013,O3,2003/09/10,50,1
FR17013,O3,2003/09/11,44,1
FR17013,O3,2003/09/12,40,1
FR17013,O3,2003/09/13,61,1
FR17013,O3,2003/09/14,73,1
FR17013,O3,2003/09/15,71,1
FR17013,O3,2003/09/16,80,1
FR17013,O3,2003/09/17,86,1
FR17013,O3,2003/09/18,123,1
FR17013,O3,2003/09/19,126,1
FR17013,O3,2003/09/20,135,1
FR17013,O3,2003/09/21,117,1
FR17013,O3,2003/09/22,102,1
FR17013,O3,2003/09/23,53,1
FR17013,O3,2003/09/24,43,1
FR17013,O3,2003/09/25,51,1
FR17013,O3,2003/09/26,87,1
FR17013,O3,2003/09/27,43,1
FR17013,O3,2003/09/28,63,1
FR17013,O3,2003/09/29,53,1
FR17013,O3,2003/09/30,48,1
FR17013,O3,2003/10/01,38,1
FR17013,O3,2003/10/02,66,1
FR17013,O3,2003/10/03,68,1
FR17013,O3,2003/10/04,58,1
FR17013,O3,2003/10/05,52,1
FR17013,O3,2003/10/06,57,1
FR17013,O3,2003/10/07,66,1
FR17013,O3,2003/10/08,58,1
FR17013,O3,2003/10/09,28,1
FR17013,O3,2003/10/10,22,1
FR17013,O3,2003/10/11,28,1
FR17013,O3,2003/10/12,45,1
FR17013,O3,2003/10/13,33,1
FR17013,O3,2003/10/14,15,1
FR17013,O3,2003/10/15,22,1
FR17013,O3,2003/10/16,20,1
FR17013,O3,2003/10/17,18,1
FR17013,O3,2003/10/18,21,1
FR17013,O3,2003/10/19,43,1
FR17013,O3,2003/10/20,33,1
FR17013,O3,2003/10/21,40,1
FR17013,O3,2003/10/22,43,1
FR17013,O3,2003/10/23,38,1
FR17013,O3,2003/10/24,20,1
FR17013,O3,2003/10/25,35,1
FR17013,O3,2003/10/26,41,1
FR17013,O3,2003/10/27,10,1
FR17013,O3,2003/10/28,27,1
FR17013,O3,2003/10/29,60,1
FR17013,O3,2003/10/30,66,1
FR17013,O3,2003/10/31,58,1
FR17013,O3,2003/11/01,57,1
FR17013,O3,2003/11/02,52,1
FR17013,O3,2003/11/03,53,1
FR17013,O3,2003/11/04,31,1
FR17013,O3,2003/11/05,16,1
FR17013,O3,2003/11/06,15,1
FR17013,O3,2003/11/07,14,1
FR17013,O3,2003/11/08,14,1
FR17013,O3,2003/11/09,51,1
FR17013,O3,2003/11/10,16,1
FR17013,O3,2003/11/11,14,1
FR17013,O3,2003/11/12,4,1
FR17013,O3,2003/11/13,32,1
FR17013,O3,2003/11/14,25,1
FR17013,O3,2003/11/15,42,1
FR17013,O3,2003/11/16,37,1
FR17013,O3,2003/11/17,37,1
FR17013,O3,2003/11/18,28,1
FR17013,O3,2003/11/19,25,1
FR17013,O3,2003/11/20,6,1
FR17013,O3,2003/11/21,41,1
FR17013,O3,2003/11/22,43,1
FR17013,O3,2003/11/23,49,1
FR17013,O3,2003/11/24,34,1
FR17013,O3,2003/11/25,27,1
FR17013,O3,2003/11/26,28,1
FR17013,O3,2003/11/27,42,1
FR17013,O3,2003/11/28,42,1
FR17013,O3,2003/11/29,22,1
FR17013,O3,2003/11/30,50,1
FR17013,O3,2003/12/01,22,1
FR17013,O3,2003/12/02,11,1
FR17013,O3,2003/12/03,14,1
FR17013,O3,2003/12/04,6,1
FR17013,O3,2003/12/05,5,1
FR17013,O3,2003/12/06,6,1
FR17013,O3,2003/12/07,28,1
FR17013,O3,2003/12/08,10,1
FR17013,O3,2003/12/09,6,1
FR17013,O3,2003/12/10,10,1
FR17013,O3,2003/12/11,41,1
FR17013,O3,2003/12/12,23,1
FR17013,O3,2003/12/13,36,1
FR17013,O3,2003/12/14,50,1
FR17013,O3,2003/12/15,32,1
FR17013,O3,2003/12/16,27,1
FR17013,O3,2003/12/17,14,1
FR17013,O3,2003/12/18,34,1
FR17013,O3,2003/12/19,50,1
FR17013,O3,2003/12/20,64,1
FR17013,O3,2003/12/21,68,1
FR17013,O3,2003/12/22,45,1
FR17013,O3,2003/12/23,33,1
FR17013,O3,2003/12/24,30,1
FR17013,O3,2003/12/25,30,1
FR17013,O3,2003/12/26,35,1
FR17013,O3,2003/12/27,77,1
FR17013,O3,2003/12/28,65,1
FR17013,O3,2003/12/29,19,1
FR17013,O3,2003/12/30,14,1
FR17013,O3,2003/12/31,18,1
FR18006,O3,2003/01/01,35,1
FR18006,O3,2003/01/02,57,1
FR18006,O3,2003/01/03,33,1
FR18006,O3,2003/01/04,29,1
FR18006,O3,2003/01/05,24,1
FR18006,O3,2003/01/06,23,1
FR18006,O3,2003/01/07,19,1
FR18006,O3,2003/01/08,14,1
FR18006,O3,2003/01/09,7,1
FR18006,O3,2003/01/10,6,1
FR18006,O3,2003/01/11,9,1
FR18006,O3,2003/01/12,7,1
FR18006,O3,2003/01/13,15,1
FR18006,O3,2003/01/14,16,1
FR18006,O3,2003/01/15,15,1
FR18006,O3,2003/01/16,11,1
FR18006,O3,2003/01/17,21,1
FR18006,O3,2003/01/18,23,1
FR18006,O3,2003/01/19,38,1
FR18006,O3,2003/01/20,45,1
FR18006,O3,2003/01/21,41,1
FR18006,O3,2003/01/22,36,1
FR18006,O3,2003/01/23,30,1
FR18006,O3,2003/01/24,19,1
FR18006,O3,2003/01/25,10,1
FR18006,O3,2003/01/26,14,1
FR18006,O3,2003/01/27,17,1
FR18006,O3,2003/01/28,55,1
FR18006,O3,2003/01/29,52,1
FR18006,O3,2003/01/30,40,1
FR18006,O3,2003/01/31,25,1
FR18006,O3,2003/02/01,18,1
FR18006,O3,2003/02/02,40,1
FR18006,O3,2003/02/03,-999,-1
FR18006,O3,2003/02/04,-999,-1
FR18006,O3,2003/02/05,37,1
FR18006,O3,2003/02/06,12,1
FR18006,O3,2003/02/07,8,1
FR18006,O3,2003/02/08,5,1
FR18006,O3,2003/02/09,18,1
FR18006,O3,2003/02/10,13,1
FR18006,O3,2003/02/11,9,1
FR18006,O3,2003/02/12,7,1
FR18006,O3,2003/02/13,17,1
FR18006,O3,2003/02/14,11,1
FR18006,O3,2003/02/15,9,1
FR18006,O3,2003/02/16,33,1
FR18006,O3,2003/02/17,21,1
FR18006,O3,2003/02/18,21,1
FR18006,O3,2003/02/19,26,1
FR18006,O3,2003/02/20,15,1
FR18006,O3,2003/02/21,9,1
FR18006,O3,2003/02/22,18,1
FR18006,O3,2003/02/23,29,1
FR18006,O3,2003/02/24,39,1
FR18006,O3,2003/02/25,34,1
FR18006,O3,2003/02/26,25,1
FR18006,O3,2003/02/27,30,1
FR18006,O3,2003/02/28,23,1
FR18006,O3,2003/03/01,19,1
FR18006,O3,2003/03/02,55,1
FR18006,O3,2003/03/03,24,1
FR18006,O3,2003/03/04,15,1
FR18006,O3,2003/03/05,15,1
FR18006,O3,2003/03/06,32,1
FR18006,O3,2003/03/07,27,1
FR18006,O3,2003/03/08,50,1
FR18006,O3,2003/03/09,49,1
FR18006,O3,2003/03/10,25,1
FR18006,O3,2003/03/11,28,1
FR18006,O3,2003/03/12,47,1
FR18006,O3,2003/03/13,40,1
FR18006,O3,2003/03/14,33,1
FR18006,O3,2003/03/15,40,1
FR18006,O3,2003/03/16,44,1
FR18006,O3,2003/03/17,27,1
FR18006,O3,2003/03/18,-999,-1
FR18006,O3,2003/03/19,-999,-1
FR18006,O3,2003/03/20,-999,-1
FR18006,O3,2003/03/21,10,1
FR18006,O3,2003/03/22,24,1
FR18006,O3,2003/03/23,48,1
FR18006,O3,2003/03/24,39,1
FR18006,O3,2003/03/25,31,1
FR18006,O3,2003/03/26,31,1
FR18006,O3,2003/03/27,35,1
FR18006,O3,2003/03/28,25,1
FR18006,O3,2003/03/29,25,1
FR18006,O3,2003/03/30,35,1
FR18006,O3,2003/03/31,45,1
FR18006,O3,2003/04/01,45,1
FR18006,O3,2003/04/02,56,1
FR18006,O3,2003/04/03,55,1
FR18006,O3,2003/04/04,33,1
FR18006,O3,2003/04/05,61,1
FR18006,O3,2003/04/06,65,1
FR18006,O3,2003/04/07,43,1
FR18006,O3,2003/04/08,31,1
FR18006,O3,2003/04/09,34,1
FR18006,O3,2003/04/10,27,1
FR18006,O3,2003/04/11,20,1
FR18006,O3,2003/04/12,27,1
FR18006,O3,2003/04/13,55,1
FR18006,O3,2003/04/14,65,1
FR18006,O3,2003/04/15,59,1
FR18006,O3,2003/04/16,64,1
FR18006,O3,2003/04/17,78,1
FR18006,O3,2003/04/18,80,1
FR18006,O3,2003/04/19,66,1
FR18006,O3,2003/04/20,51,1
FR18006,O3,2003/04/21,66,1
FR18006,O3,2003/04/22,47,1
FR18006,O3,2003/04/23,63,1
FR18006,O3,2003/04/24,52,1
FR18006,O3,2003/04/25,38,1
FR18006,O3,2003/04/26,37,1
FR18006,O3,2003/04/27,58,1
FR18006,O3,2003/04/28,49,1
FR18006,O3,2003/04/29,56,1
FR18006,O3,2003/04/30,37,1
FR18006,O3,2003/05/01,63,1
FR18006,O3,2003/05/02,50,1
FR18006,O3,2003/05/03,60,1
FR18006,O3,2003/05/04,69,1
FR18006,O3,2003/05/05,38,1
FR18006,O3,2003/05/06,31,1
FR18006,O3,2003/05/07,39,1
FR18006,O3,2003/05/08,50,1
FR18006,O3,2003/05/09,29,1
FR18006,O3,2003/05/10,38,1
FR18006,O3,2003/05/11,50,1
FR18006,O3,2003/05/12,50,1
FR18006,O3,2003/05/13,62,1
FR18006,O3,2003/05/14,61,1
FR18006,O3,2003/05/15,36,1
FR18006,O3,2003/05/16,39,1
FR18006,O3,2003/05/17,47,1
FR18006,O3,2003/05/18,49,1
FR18006,O3,2003/05/19,39,1
FR18006,O3,2003/05/20,73,1
FR18006,O3,2003/05/21,58,1
FR18006,O3,2003/05/22,28,1
FR18006,O3,2003/05/23,29,1
FR18006,O3,2003/05/24,33,1
FR18006,O3,2003/05/25,58,1
FR18006,O3,2003/05/26,49,1
FR18006,O3,2003/05/27,59,1
FR18006,O3,2003/05/28,59,1
FR18006,O3,2003/05/29,79,1
FR18006,O3,2003/05/30,91,1
FR18006,O3,2003/05/31,77,1
FR18006,O3,2003/06/01,82,1
FR18006,O3,2003/06/02,37,1
FR18006,O3,2003/06/03,27,1
FR18006,O3,2003/06/04,45,1
FR18006,O3,2003/06/05,51,1
FR18006,O3,2003/06/06,51,1
FR18006,O3,2003/06/07,57,1
FR18006,O3,2003/06/08,50,1
FR18006,O3,2003/06/09,55,1
FR18006,O3,2003/06/10,34,1
FR18006,O3,2003/06/11,47,1
FR18006,O3,2003/06/12,44,1
FR18006,O3,2003/06/13,69,1
FR18006,O3,2003/06/14,46,1
FR18006,O3,2003/06/15,82,1
FR18006,O3,2003/06/16,72,1
FR18006,O3,2003/06/17,55,1
FR18006,O3,2003/06/18,50,1
FR18006,O3,2003/06/19,22,1
FR18006,O3,2003/06/20,48,1
FR18006,O3,2003/06/21,50,1
FR18006,O3,2003/06/22,68,1
FR18006,O3,2003/06/23,61,1
FR18006,O3,2003/06/24,57,1
FR18006,O3,2003/06/25,49,1
FR18006,O3,2003/06/26,66,1
FR18006,O3,2003/06/27,53,1
FR18006,O3,2003/06/28,53,1
FR18006,O3,2003/06/29,71,1
FR18006,O3,2003/06/30,56,1
FR18006,O3,2003/07/01,38,1
FR18006,O3,2003/07/02,43,1
FR18006,O3,2003/07/03,45,1
FR18006,O3,2003/07/04,38,1
FR18006,O3,2003/07/05,41,1
FR18006,O3,2003/07/06,56,1
FR18006,O3,2003/07/07,55,1
FR18006,O3,2003/07/08,56,1
FR18006,O3,2003/07/09,55,1
FR18006,O3,2003/07/10,59,1
FR18006,O3,2003/07/11,55,1
FR18006,O3,2003/07/12,66,1
FR18006,O3,2003/07/13,89,1
FR18006,O3,2003/07/14,87,1
FR18006,O3,2003/07/15,88,1
FR18006,O3,2003/07/16,78,1
FR18006,O3,2003/07/17,41,1
FR18006,O3,2003/07/18,42,1
FR18006,O3,2003/07/19,63,1
FR18006,O3,2003/07/20,61,1
FR18006,O3,2003/07/21,50,1
FR18006,O3,2003/07/22,59,1
FR18006,O3,2003/07/23,62,1
FR18006,O3,2003/07/24,44,1
FR18006,O3,2003/07/25,39,1
FR18006,O3,2003/07/26,29,1
FR18006,O3,2003/07/27,52,1
FR18006,O3,2003/07/28,42,1
FR18006,O3,2003/07/29,45,1
FR18006,O3,2003/07/30,37,1
FR18006,O3,2003/07/31,44,1
FR18006,O3,2003/08/01,52,1
FR18006,O3,2003/08/02,62,1
FR18006,O3,2003/08/03,86,1
FR18006,O3,2003/08/04,94,1
FR18006,O3,2003/08/05,108,1
FR18006,O3,2003/08/06,78,1
FR18006,O3,2003/08/07,102,1
FR18006,O3,2003/08/08,105,1
FR18006,O3,2003/08/09,96,1
FR18006,O3,2003/08/10,94,1
FR18006,O3,2003/08/11,85,1
FR18006,O3,2003/08/12,91,1
FR18006,O3,2003/08/13,92,1
FR18006,O3,2003/08/14,59,1
FR18006,O3,2003/08/15,61,1
FR18006,O3,2003/08/16,68,1
FR18006,O3,2003/08/17,63,1
FR18006,O3,2003/08/18,46,1
FR18006,O3,2003/08/19,54,1
FR18006,O3,2003/08/20,60,1
FR18006,O3,2003/08/21,55,1
FR18006,O3,2003/08/22,26,1
FR18006,O3,2003/08/23,23,1
FR18006,O3,2003/08/24,55,1
FR18006,O3,2003/08/25,42,1
FR18006,O3,2003/08/26,53,1
FR18006,O3,2003/08/27,49,1
FR18006,O3,2003/08/28,44,1
FR18006,O3,2003/08/29,28,1
FR18006,O3,2003/08/30,38,1
FR18006,O3,2003/08/31,45,1
FR18006,O3,2003/09/01,30,1
FR18006,O3,2003/09/02,26,1
FR18006,O3,2003/09/03,36,1
FR18006,O3,2003/09/04,36,1
FR18006,O3,2003/09/05,38,1
FR18006,O3,2003/09/06,40,1
FR18006,O3,2003/09/07,29,1
FR18006,O3,2003/09/08,23,1
FR18006,O3,2003/09/09,46,1
FR18006,O3,2003/09/10,29,1
FR18006,O3,2003/09/11,36,1
FR18006,O3,2003/09/12,16,1
FR18006,O3,2003/09/13,33,1
FR18006,O3,2003/09/14,46,1
FR18006,O3,2003/09/15,32,1
FR18006,O3,2003/09/16,39,1
FR18006,O3,2003/09/17,38,1
FR18006,O3,2003/09/18,56,1
FR18006,O3,2003/09/19,40,1
FR18006,O3,2003/09/20,40,1
FR18006,O3,2003/09/21,62,1
FR18006,O3,2003/09/22,44,1
FR18006,O3,2003/09/23,30,1
FR18006,O3,2003/09/24,23,1
FR18006,O3,2003/09/25,15,1
FR18006,O3,2003/09/26,23,1
FR18006,O3,2003/09/27,22,1
FR18006,O3,2003/09/28,42,1
FR18006,O3,2003/09/29,23,1
FR18006,O3,2003/09/30,27,1
FR18006,O3,2003/10/01,11,1
FR18006,O3,2003/10/02,8,1
FR18006,O3,2003/10/03,17,1
FR18006,O3,2003/10/04,34,1
FR18006,O3,2003/10/05,45,1
FR18006,O3,2003/10/06,28,1
FR18006,O3,2003/10/07,43,1
FR18006,O3,2003/10/08,19,1
FR18006,O3,2003/10/09,41,1
FR18006,O3,2003/10/10,24,1
FR18006,O3,2003/10/11,16,1
FR18006,O3,2003/10/12,35,1
FR18006,O3,2003/10/13,19,1
FR18006,O3,2003/10/14,21,1
FR18006,O3,2003/10/15,21,1
FR18006,O3,2003/10/16,20,1
FR18006,O3,2003/10/17,15,1
FR18006,O3,2003/10/18,14,1
FR18006,O3,2003/10/19,18,1
FR18006,O3,2003/10/20,16,1
FR18006,O3,2003/10/21,8,1
FR18006,O3,2003/10/22,12,1
FR18006,O3,2003/10/23,20,1
FR18006,O3,2003/10/24,12,1
FR18006,O3,2003/10/25,21,1
FR18006,O3,2003/10/26,16,1
FR18006,O3,2003/10/27,12,1
FR18006,O3,2003/10/28,6,1
FR18006,O3,2003/10/29,7,1
FR18006,O3,2003/10/30,22,1
FR18006,O3,2003/10/31,18,1
FR18006,O3,2003/11/01,14,1
FR18006,O3,2003/11/02,33,1
FR18006,O3,2003/11/03,39,1
FR18006,O3,2003/11/04,13,1
FR18006,O3,2003/11/05,18,1
FR18006,O3,2003/11/06,6,1
FR18006,O3,2003/11/07,11,1
FR18006,O3,2003/11/08,9,1
FR18006,O3,2003/11/09,16,1
FR18006,O3,2003/11/10,9,1
FR18006,O3,2003/11/11,6,1
FR18006,O3,2003/11/12,6,1
FR18006,O3,2003/11/13,7,1
FR18006,O3,2003/11/14,12,1
FR18006,O3,2003/11/15,14,1
FR18006,O3,2003/11/16,27,1
FR18006,O3,2003/11/17,-999,-1
FR18006,O3,2003/11/18,-999,-1
FR18006,O3,2003/11/19,-999,-1
FR18006,O3,2003/11/20,-999,-1
FR18006,O3,2003/11/21,-999,-1
FR18006,O3,2003/11/22,-999,-1
FR18006,O3,2003/11/23,-999,-1
FR18006,O3,2003/11/24,-999,-1
FR18006,O3,2003/11/25,-999,-1
FR18006,O3,2003/11/26,-999,-1
FR18006,O3,2003/11/27,-999,-1
FR18006,O3,2003/11/28,-999,-1
FR18006,O3,2003/11/29,-999,-1
FR18006,O3,2003/11/30,-999,-1
FR18006,O3,2003/12/01,-999,-1
FR18006,O3,2003/12/02,-999,-1
FR18006,O3,2003/12/03,-999,-1
FR18006,O3,2003/12/04,-999,-1
FR18006,O3,2003/12/05,-999,-1
FR18006,O3,2003/12/06,-999,-1
FR18006,O3,2003/12/07,-999,-1
FR18006,O3,2003/12/08,-999,-1
FR18006,O3,2003/12/09,-999,-1
FR18006,O3,2003/12/10,-999,-1
FR18006,O3,2003/12/11,-999,-1
FR18006,O3,2003/12/12,-999,-1
FR18006,O3,2003/12/13,-999,-1
FR18006,O3,2003/12/14,-999,-1
FR18006,O3,2003/12/15,-999,-1
FR18006,O3,2003/12/16,-999,-1
FR18006,O3,2003/12/17,-999,-1
FR18006,O3,2003/12/18,-999,-1
FR18006,O3,2003/12/19,-999,-1
FR18006,O3,2003/12/20,-999,-1
FR18006,O3,2003/12/21,-999,-1
FR18006,O3,2003/12/22,-999,-1
FR18006,O3,2003/12/23,-999,-1
FR18006,O3,2003/12/24,-999,-1
FR18006,O3,2003/12/25,-999,-1
FR18006,O3,2003/12/26,-999,-1
FR18006,O3,2003/12/27,-999,-1
FR18006,O3,2003/12/28,-999,-1
FR18006,O3,2003/12/29,-999,-1
FR18006,O3,2003/12/30,-999,-1
FR18006,O3,2003/12/31,-999,-1
FR18008,O3,2003/01/01,42,1
FR18008,O3,2003/01/02,67,1
FR18008,O3,2003/01/03,52,1
FR18008,O3,2003/01/04,38,1
FR18008,O3,2003/01/05,36,1
FR18008,O3,2003/01/06,41,1
FR18008,O3,2003/01/07,29,1
FR18008,O3,2003/01/08,21,1
FR18008,O3,2003/01/09,9,1
FR18008,O3,2003/01/10,8,1
FR18008,O3,2003/01/11,16,1
FR18008,O3,2003/01/12,11,1
FR18008,O3,2003/01/13,26,1
FR18008,O3,2003/01/14,29,1
FR18008,O3,2003/01/15,22,1
FR18008,O3,2003/01/16,21,1
FR18008,O3,2003/01/17,36,1
FR18008,O3,2003/01/18,40,1
FR18008,O3,2003/01/19,47,1
FR18008,O3,2003/01/20,55,1
FR18008,O3,2003/01/21,56,1
FR18008,O3,2003/01/22,50,1
FR18008,O3,2003/01/23,42,1
FR18008,O3,2003/01/24,29,1
FR18008,O3,2003/01/25,16,1
FR18008,O3,2003/01/26,29,1
FR18008,O3,2003/01/27,25,1
FR18008,O3,2003/01/28,66,1
FR18008,O3,2003/01/29,65,1
FR18008,O3,2003/01/30,53,1
FR18008,O3,2003/01/31,41,1
FR18008,O3,2003/02/01,28,1
FR18008,O3,2003/02/02,52,1
FR18008,O3,2003/02/03,57,1
FR18008,O3,2003/02/04,51,1
FR18008,O3,2003/02/05,47,1
FR18008,O3,2003/02/06,19,1
FR18008,O3,2003/02/07,12,1
FR18008,O3,2003/02/08,9,1
FR18008,O3,2003/02/09,35,1
FR18008,O3,2003/02/10,28,1
FR18008,O3,2003/02/11,20,1
FR18008,O3,2003/02/12,16,1
FR18008,O3,2003/02/13,37,1
FR18008,O3,2003/02/14,27,1
FR18008,O3,2003/02/15,13,1
FR18008,O3,2003/02/16,45,1
FR18008,O3,2003/02/17,30,1
FR18008,O3,2003/02/18,35,1
FR18008,O3,2003/02/19,43,1
FR18008,O3,2003/02/20,26,1
FR18008,O3,2003/02/21,18,1
FR18008,O3,2003/02/22,34,1
FR18008,O3,2003/02/23,51,1
FR18008,O3,2003/02/24,63,1
FR18008,O3,2003/02/25,54,1
FR18008,O3,2003/02/26,47,1
FR18008,O3,2003/02/27,49,1
FR18008,O3,2003/02/28,34,1
FR18008,O3,2003/03/01,32,1
FR18008,O3,2003/03/02,70,1
FR18008,O3,2003/03/03,45,1
FR18008,O3,2003/03/04,-999,-1
FR18008,O3,2003/03/05,-999,-1
FR18008,O3,2003/03/06,-999,-1
FR18008,O3,2003/03/07,-999,-1
FR18008,O3,2003/03/08,-999,-1
