station,pollutant,date,day_mean,validity
FR03031,O3,2003/07/16,97,1
FR03031,O3,2003/07/17,92,1
FR03031,O3,2003/07/18,97,1
FR03031,O3,2003/07/19,102,1
FR03031,O3,2003/07/20,111,1
FR03031,O3,2003/07/21,116,1
FR03031,O3,2003/07/22,125,1
FR03031,O3,2003/07/23,112,1
FR03031,O3,2003/07/24,108,1
FR03031,O3,2003/07/25,97,1
FR03031,O3,2003/07/26,99,1
FR03031,O3,2003/07/27,94,1
FR03031,O3,2003/07/28,88,1
FR03031,O3,2003/07/29,107,1
FR03031,O3,2003/07/30,81,1
FR03031,O3,2003/07/31,85,1
FR03031,O3,2003/08/01,95,1
FR03031,O3,2003/08/02,119,1
FR03031,O3,2003/08/03,125,1
FR03031,O3,2003/08/04,151,1
FR03031,O3,2003/08/05,169,1
FR03031,O3,2003/08/06,182,1
FR03031,O3,2003/08/07,108,1
FR03031,O3,2003/08/08,103,1
FR03031,O3,2003/08/09,109,1
FR03031,O3,2003/08/10,119,1
FR03031,O3,2003/08/11,118,1
FR03031,O3,2003/08/12,136,1
FR03031,O3,2003/08/13,144,1
FR03031,O3,2003/08/14,116,1
FR03031,O3,2003/08/15,89,1
FR03031,O3,2003/08/16,78,1
FR03031,O3,2003/08/17,49,1
FR03031,O3,2003/08/18,65,1
FR03031,O3,2003/08/19,76,1
FR03031,O3,2003/08/20,89,1
FR03031,O3,2003/08/21,89,1
FR03031,O3,2003/08/22,94,1
FR03031,O3,2003/08/23,104,1
FR03031,O3,2003/08/24,96,1
FR03031,O3,2003/08/25,71,1
FR03031,O3,2003/08/26,-999,-1
FR03031,O3,2003/08/27,100,1
FR03031,O3,2003/08/28,77,1
FR03031,O3,2003/08/29,104,1
FR03031,O3,2003/08/30,77,1
FR03031,O3,2003/08/31,83,1
FR03031,O3,2003/09/01,90,1
FR03031,O3,2003/09/02,92,1
FR03031,O3,2003/09/03,92,1
FR03031,O3,2003/09/04,90,1
FR03031,O3,2003/09/05,59,1
FR03031,O3,2003/09/06,70,1
FR03031,O3,2003/09/07,79,1
FR03031,O3,2003/09/08,61,1
FR03031,O3,2003/09/09,49,1
FR03031,O3,2003/09/10,78,1
FR03031,O3,2003/09/11,78,1
FR03031,O3,2003/09/12,72,1
FR03031,O3,2003/09/13,75,1
FR03031,O3,2003/09/14,85,1
FR03031,O3,2003/09/15,72,1
FR03031,O3,2003/09/16,77,1
FR03031,O3,2003/09/17,94,1
FR03031,O3,2003/09/18,102,1
FR03031,O3,2003/09/19,96,1
FR03031,O3,2003/09/20,89,1
FR03031,O3,2003/09/21,75,1
FR03031,O3,2003/09/22,53,1
FR03031,O3,2003/09/23,55,1
FR03031,O3,2003/09/24,55,1
FR03031,O3,2003/09/25,56,1
FR03031,O3,2003/09/26,68,1
FR03031,O3,2003/09/27,53,1
FR03031,O3,2003/09/28,54,1
FR03031,O3,2003/09/29,47,1
FR03031,O3,2003/09/30,54,1
FR03031,O3,2003/10/01,89,1
FR03031,O3,2003/10/02,62,1
FR03031,O3,2003/10/03,66,1
FR03031,O3,2003/10/04,69,1
FR03031,O3,2003/10/05,76,1
FR03031,O3,2003/10/06,63,1
FR03031,O3,2003/10/07,55,1
FR03031,O3,2003/10/08,86,1
FR03031,O3,2003/10/09,56,1
FR03031,O3,2003/10/10,40,1
FR03031,O3,2003/10/11,58,1
FR03031,O3,2003/10/12,66,1
FR03031,O3,2003/10/13,46,1
FR03031,O3,2003/10/14,49,1
FR03031,O3,2003/10/15,51,1
FR03031,O3,2003/10/16,55,1
FR03031,O3,2003/10/17,69,1
FR03031,O3,2003/10/18,41,1
FR03031,O3,2003/10/19,51,1
FR03031,O3,2003/10/20,62,1
FR03031,O3,2003/10/21,53,1
FR03031,O3,2003/10/22,33,1
FR03031,O3,2003/10/23,43,1
FR03031,O3,2003/10/24,36,1
FR03031,O3,2003/10/25,31,1
FR03031,O3,2003/10/26,45,1
FR03031,O3,2003/10/27,56,1
FR03031,O3,2003/10/28,49,1
FR03031,O3,2003/10/29,57,1
FR03031,O3,2003/10/30,53,1
FR03031,O3,2003/10/31,57,1
FR03031,O3,2003/11/01,46,1
FR03031,O3,2003/11/02,25,1
FR03031,O3,2003/11/03,28,1
FR03031,O3,2003/11/04,18,1
FR03031,O3,2003/11/05,20,1
FR03031,O3,2003/11/06,23,1
FR03031,O3,2003/11/07,24,1
FR03031,O3,2003/11/08,41,1
FR03031,O3,2003/11/09,29,1
FR03031,O3,2003/11/10,17,1
FR03031,O3,2003/11/11,32,1
FR03031,O3,2003/11/12,29,1
FR03031,O3,2003/11/13,28,1
FR03031,O3,2003/11/14,30,1
FR03031,O3,2003/11/15,45,1
FR03031,O3,2003/11/16,53,1
FR03031,O3,2003/11/17,28,1
FR03031,O3,2003/11/18,16,1
FR03031,O3,2003/11/19,20,1
FR03031,O3,2003/11/20,25,1
FR03031,O3,2003/11/21,39,1
FR03031,O3,2003/11/22,57,1
FR03031,O3,2003/11/23,67,1
FR03031,O3,2003/11/24,50,1
FR03031,O3,2003/11/25,12,1
FR03031,O3,2003/11/26,18,1
FR03031,O3,2003/11/27,52,1
FR03031,O3,2003/11/28,62,1
FR03031,O3,2003/11/29,22,1
FR03031,O3,2003/11/30,36,1
FR03031,O3,2003/12/01,57,1
FR03031,O3,2003/12/02,65,1
FR03031,O3,2003/12/03,75,1
FR03031,O3,2003/12/04,50,1
FR03031,O3,2003/12/05,16,1
FR03031,O3,2003/12/06,21,1
FR03031,O3,2003/12/07,38,1
FR03031,O3,2003/12/08,28,1
FR03031,O3,2003/12/09,10,1
FR03031,O3,2003/12/10,15,1
FR03031,O3,2003/12/11,13,1
FR03031,O3,2003/12/12,12,1
FR03031,O3,2003/12/13,13,1
FR03031,O3,2003/12/14,56,1
FR03031,O3,2003/12/15,70,1
FR03031,O3,2003/12/16,24,1
FR03031,O3,2003/12/17,19,1
FR03031,O3,2003/12/18,41,1
FR03031,O3,2003/12/19,13,1
FR03031,O3,2003/12/20,13,1
FR03031,O3,2003/12/21,35,1
FR03031,O3,2003/12/22,60,1
FR03031,O3,2003/12/23,53,1
FR03031,O3,2003/12/24,24,1
FR03031,O3,2003/12/25,26,1
FR03031,O3,2003/12/26,23,1
FR03031,O3,2003/12/27,31,1
FR03031,O3,2003/12/28,60,1
FR03031,O3,2003/12/29,36,1
FR03031,O3,2003/12/30,19,1
FR03031,O3,2003/12/31,10,1
FR03035,O3,2003/01/01,-999,-1
FR03035,O3,2003/01/02,-999,-1
FR03035,O3,2003/01/03,-999,-1
FR03035,O3,2003/01/04,-999,-1
FR03035,O3,2003/01/05,-999,-1
FR03035,O3,2003/01/06,-999,-1
FR03035,O3,2003/01/07,-999,-1
FR03035,O3,2003/01/08,-999,-1
FR03035,O3,2003/01/09,-999,-1
FR03035,O3,2003/01/10,-999,-1
FR03035,O3,2003/01/11,-999,-1
FR03035,O3,2003/01/12,-999,-1
FR03035,O3,2003/01/13,-999,-1
FR03035,O3,2003/01/14,-999,-1
FR03035,O3,2003/01/15,-999,-1
FR03035,O3,2003/01/16,-999,-1
FR03035,O3,2003/01/17,-999,-1
FR03035,O3,2003/01/18,-999,-1
FR03035,O3,2003/01/19,-999,-1
FR03035,O3,2003/01/20,-999,-1
FR03035,O3,2003/01/21,-999,-1
FR03035,O3,2003/01/22,-999,-1
FR03035,O3,2003/01/23,-999,-1
FR03035,O3,2003/01/24,-999,-1
FR03035,O3,2003/01/25,-999,-1
FR03035,O3,2003/01/26,-999,-1
FR03035,O3,2003/01/27,-999,-1
FR03035,O3,2003/01/28,-999,-1
FR03035,O3,2003/01/29,-999,-1
FR03035,O3,2003/01/30,-999,-1
FR03035,O3,2003/01/31,-999,-1
FR03035,O3,2003/02/01,-999,-1
FR03035,O3,2003/02/02,-999,-1
FR03035,O3,2003/02/03,-999,-1
FR03035,O3,2003/02/04,-999,-1
FR03035,O3,2003/02/05,-999,-1
FR03035,O3,2003/02/06,-999,-1
FR03035,O3,2003/02/07,-999,-1
FR03035,O3,2003/02/08,-999,-1
FR03035,O3,2003/02/09,-999,-1
FR03035,O3,2003/02/10,-999,-1
FR03035,O3,2003/02/11,-999,-1
FR03035,O3,2003/02/12,-999,-1
FR03035,O3,2003/02/13,-999,-1
FR03035,O3,2003/02/14,-999,-1
FR03035,O3,2003/02/15,-999,-1
FR03035,O3,2003/02/16,-999,-1
FR03035,O3,2003/02/17,-999,-1
FR03035,O3,2003/02/18,23,1
FR03035,O3,2003/02/19,-999,-1
FR03035,O3,2003/02/20,-999,-1
FR03035,O3,2003/02/21,-999,-1
FR03035,O3,2003/02/22,-999,-1
FR03035,O3,2003/02/23,-999,-1
FR03035,O3,2003/02/24,-999,-1
FR03035,O3,2003/02/25,-999,-1
FR03035,O3,2003/02/26,-999,-1
FR03035,O3,2003/02/27,-999,-1
FR03035,O3,2003/02/28,-999,-1
FR03035,O3,2003/03/01,-999,-1
FR03035,O3,2003/03/02,-999,-1
FR03035,O3,2003/03/03,-999,-1
FR03035,O3,2003/03/04,-999,-1
FR03035,O3,2003/03/05,-999,-1
FR03035,O3,2003/03/06,-999,-1
FR03035,O3,2003/03/07,-999,-1
FR03035,O3,2003/03/08,-999,-1
FR03035,O3,2003/03/09,-999,-1
FR03035,O3,2003/03/10,-999,-1
FR03035,O3,2003/03/11,-999,-1
FR03035,O3,2003/03/12,-999,-1
FR03035,O3,2003/03/13,-999,-1
FR03035,O3,2003/03/14,-999,-1
FR03035,O3,2003/03/15,-999,-1
FR03035,O3,2003/03/16,-999,-1
FR03035,O3,2003/03/17,-999,-1
FR03035,O3,2003/03/18,-999,-1
FR03035,O3,2003/03/19,-999,-1
FR03035,O3,2003/03/20,-999,-1
FR03035,O3,2003/03/21,-999,-1
FR03035,O3,2003/03/22,-999,-1
FR03035,O3,2003/03/23,-999,-1
FR03035,O3,2003/03/24,-999,-1
FR03035,O3,2003/03/25,-999,-1
FR03035,O3,2003/03/26,-999,-1
FR03035,O3,2003/03/27,-999,-1
FR03035,O3,2003/03/28,-999,-1
FR03035,O3,2003/03/29,-999,-1
FR03035,O3,2003/03/30,-999,-1
FR03035,O3,2003/03/31,-999,-1
FR03035,O3,2003/04/01,-999,-1
FR03035,O3,2003/04/02,-999,-1
FR03035,O3,2003/04/03,-999,-1
FR03035,O3,2003/04/04,-999,-1
FR03035,O3,2003/04/05,-999,-1
FR03035,O3,2003/04/06,-999,-1
FR03035,O3,2003/04/07,-999,-1
FR03035,O3,2003/04/08,-999,-1
FR03035,O3,2003/04/09,-999,-1
FR03035,O3,2003/04/10,-999,-1
FR03035,O3,2003/04/11,-999,-1
FR03035,O3,2003/04/12,-999,-1
FR03035,O3,2003/04/13,-999,-1
FR03035,O3,2003/04/14,-999,-1
FR03035,O3,2003/04/15,-999,-1
FR03035,O3,2003/04/16,-999,-1
FR03035,O3,2003/04/17,-999,-1
FR03035,O3,2003/04/18,-999,-1
FR03035,O3,2003/04/19,-999,-1
FR03035,O3,2003/04/20,-999,-1
FR03035,O3,2003/04/21,-999,-1
FR03035,O3,2003/04/22,-999,-1
FR03035,O3,2003/04/23,-999,-1
FR03035,O3,2003/04/24,-999,-1
FR03035,O3,2003/04/25,-999,-1
FR03035,O3,2003/04/26,-999,-1
FR03035,O3,2003/04/27,-999,-1
FR03035,O3,2003/04/28,-999,-1
FR03035,O3,2003/04/29,-999,-1
FR03035,O3,2003/04/30,-999,-1
FR03035,O3,2003/05/01,-999,-1
FR03035,O3,2003/05/02,-999,-1
FR03035,O3,2003/05/03,-999,-1
FR03035,O3,2003/05/04,-999,-1
FR03035,O3,2003/05/05,-999,-1
FR03035,O3,2003/05/06,-999,-1
FR03035,O3,2003/05/07,-999,-1
FR03035,O3,2003/05/08,-999,-1
FR03035,O3,2003/05/09,-999,-1
FR03035,O3,2003/05/10,-999,-1
FR03035,O3,2003/05/11,-999,-1
FR03035,O3,2003/05/12,-999,-1
FR03035,O3,2003/05/13,-999,-1
FR03035,O3,2003/05/14,-999,-1
FR03035,O3,2003/05/15,-999,-1
FR03035,O3,2003/05/16,-999,-1
FR03035,O3,2003/05/17,-999,-1
FR03035,O3,2003/05/18,-999,-1
FR03035,O3,2003/05/19,-999,-1
FR03035,O3,2003/05/20,-999,-1
FR03035,O3,2003/05/21,-999,-1
FR03035,O3,2003/05/22,-999,-1
FR03035,O3,2003/05/23,-999,-1
FR03035,O3,2003/05/24,-999,-1
FR03035,O3,2003/05/25,-999,-1
FR03035,O3,2003/05/26,-999,-1
FR03035,O3,2003/05/27,-999,-1
FR03035,O3,2003/05/28,-999,-1
FR03035,O3,2003/05/29,-999,-1
FR03035,O3,2003/05/30,-999,-1
FR03035,O3,2003/05/31,-999,-1
FR03035,O3,2003/06/01,-999,-1
FR03035,O3,2003/06/02,-999,-1
FR03035,O3,2003/06/03,-999,-1
FR03035,O3,2003/06/04,-999,-1
FR03035,O3,2003/06/05,-999,-1
FR03035,O3,2003/06/06,-999,-1
FR03035,O3,2003/06/07,-999,-1
FR03035,O3,2003/06/08,-999,-1
FR03035,O3,2003/06/09,-999,-1
FR03035,O3,2003/06/10,-999,-1
FR03035,O3,2003/06/11,-999,-1
FR03035,O3,2003/06/12,-999,-1
FR03035,O3,2003/06/13,-999,-1
FR03035,O3,2003/06/14,-999,-1
FR03035,O3,2003/06/15,-999,-1
FR03035,O3,2003/06/16,-999,-1
FR03035,O3,2003/06/17,-999,-1
FR03035,O3,2003/06/18,-999,-1
FR03035,O3,2003/06/19,-999,-1
FR03035,O3,2003/06/20,-999,-1
FR03035,O3,2003/06/21,-999,-1
FR03035,O3,2003/06/22,-999,-1
FR03035,O3,2003/06/23,-999,-1
FR03035,O3,2003/06/24,-999,-1
FR03035,O3,2003/06/25,-999,-1
FR03035,O3,2003/06/26,-999,-1
FR03035,O3,2003/06/27,-999,-1
FR03035,O3,2003/06/28,-999,-1
FR03035,O3,2003/06/29,-999,-1
FR03035,O3,2003/06/30,-999,-1
FR03035,O3,2003/07/01,-999,-1
FR03035,O3,2003/07/02,-999,-1
FR03035,O3,2003/07/03,-999,-1
FR03035,O3,2003/07/04,-999,-1
FR03035,O3,2003/07/05,-999,-1
FR03035,O3,2003/07/06,-999,-1
FR03035,O3,2003/07/07,-999,-1
FR03035,O3,2003/07/08,-999,-1
FR03035,O3,2003/07/09,-999,-1
FR03035,O3,2003/07/10,-999,-1
FR03035,O3,2003/07/11,-999,-1
FR03035,O3,2003/07/12,-999,-1
FR03035,O3,2003/07/13,-999,-1
FR03035,O3,2003/07/14,-999,-1
FR03035,O3,2003/07/15,-999,-1
FR03035,O3,2003/07/16,-999,-1
FR03035,O3,2003/07/17,-999,-1
FR03035,O3,2003/07/18,-999,-1
FR03035,O3,2003/07/19,-999,-1
FR03035,O3,2003/07/20,-999,-1
FR03035,O3,2003/07/21,-999,-1
FR03035,O3,2003/07/22,-999,-1
FR03035,O3,2003/07/23,-999,-1
FR03035,O3,2003/07/24,-999,-1
FR03035,O3,2003/07/25,-999,-1
FR03035,O3,2003/07/26,-999,-1
FR03035,O3,2003/07/27,-999,-1
FR03035,O3,2003/07/28,-999,-1
FR03035,O3,2003/07/29,-999,-1
FR03035,O3,2003/07/30,-999,-1
FR03035,O3,2003/07/31,-999,-1
FR03035,O3,2003/08/01,-999,-1
FR03035,O3,2003/08/02,-999,-1
FR03035,O3,2003/08/03,-999,-1
FR03035,O3,2003/08/04,-999,-1
FR03035,O3,2003/08/05,-999,-1
FR03035,O3,2003/08/06,-999,-1
FR03035,O3,2003/08/07,-999,-1
FR03035,O3,2003/08/08,-999,-1
FR03035,O3,2003/08/09,-999,-1
FR03035,O3,2003/08/10,-999,-1
FR03035,O3,2003/08/11,-999,-1
FR03035,O3,2003/08/12,-999,-1
FR03035,O3,2003/08/13,-999,-1
FR03035,O3,2003/08/14,-999,-1
FR03035,O3,2003/08/15,-999,-1
FR03035,O3,2003/08/16,-999,-1
FR03035,O3,2003/08/17,-999,-1
FR03035,O3,2003/08/18,-999,-1
FR03035,O3,2003/08/19,-999,-1
FR03035,O3,2003/08/20,93,1
FR03035,O3,2003/08/21,85,1
FR03035,O3,2003/08/22,104,1
FR03035,O3,2003/08/23,109,1
FR03035,O3,2003/08/24,91,1
FR03035,O3,2003/08/25,90,1
FR03035,O3,2003/08/26,96,1
FR03035,O3,2003/08/27,92,1
FR03035,O3,2003/08/28,82,1
FR03035,O3,2003/08/29,94,1
FR03035,O3,2003/08/30,70,1
FR03035,O3,2003/08/31,84,1
FR03035,O3,2003/09/01,91,1
FR03035,O3,2003/09/02,97,1
FR03035,O3,2003/09/03,81,1
FR03035,O3,2003/09/04,97,1
FR03035,O3,2003/09/05,72,1
FR03035,O3,2003/09/06,58,1
FR03035,O3,2003/09/07,-999,-1
FR03035,O3,2003/09/08,-999,-1
FR03035,O3,2003/09/09,49,1
FR03035,O3,2003/09/10,85,1
FR03035,O3,2003/09/11,75,1
FR03035,O3,2003/09/12,69,1
FR03035,O3,2003/09/13,77,1
FR03035,O3,2003/09/14,93,1
FR03035,O3,2003/09/15,66,1
FR03035,O3,2003/09/16,77,1
FR03035,O3,2003/09/17,85,1
FR03035,O3,2003/09/18,82,1
FR03035,O3,2003/09/19,-999,-1
FR03035,O3,2003/09/20,-999,-1
FR03035,O3,2003/09/21,-999,-1
FR03035,O3,2003/09/22,-999,-1
FR03035,O3,2003/09/23,-999,-1
FR03035,O3,2003/09/24,-999,-1
FR03035,O3,2003/09/25,-999,-1
FR03035,O3,2003/09/26,-999,-1
FR03035,O3,2003/09/27,-999,-1
FR03035,O3,2003/09/28,-999,-1
FR03035,O3,2003/09/29,-999,-1
FR03035,O3,2003/09/30,-999,-1
FR03035,O3,2003/10/01,-999,-1
FR03035,O3,2003/10/02,-999,-1
FR03035,O3,2003/10/03,-999,-1
FR03035,O3,2003/10/04,-999,-1
FR03035,O3,2003/10/05,-999,-1
FR03035,O3,2003/10/06,-999,-1
FR03035,O3,2003/10/07,-999,-1
FR03035,O3,2003/10/08,-999,-1
FR03035,O3,2003/10/09,-999,-1
FR03035,O3,2003/10/10,-999,-1
FR03035,O3,2003/10/11,-999,-1
FR03035,O3,2003/10/12,-999,-1
FR03035,O3,2003/10/13,-999,-1
FR03035,O3,2003/10/14,-999,-1
FR03035,O3,2003/10/15,-999,-1
FR03035,O3,2003/10/16,-999,-1
FR03035,O3,2003/10/17,-999,-1
FR03035,O3,2003/10/18,-999,-1
FR03035,O3,2003/10/19,-999,-1
FR03035,O3,2003/10/20,-999,-1
FR03035,O3,2003/10/21,-999,-1
FR03035,O3,2003/10/22,-999,-1
FR03035,O3,2003/10/23,-999,-1
FR03035,O3,2003/10/24,-999,-1
FR03035,O3,2003/10/25,-999,-1
FR03035,O3,2003/10/26,-999,-1
FR03035,O3,2003/10/27,-999,-1
FR03035,O3,2003/10/28,-999,-1
FR03035,O3,2003/10/29,-999,-1
FR03035,O3,2003/10/30,-999,-1
FR03035,O3,2003/10/31,-999,-1
FR03035,O3,2003/11/01,-999,-1
FR03035,O3,2003/11/02,-999,-1
FR03035,O3,2003/11/03,-999,-1
FR03035,O3,2003/11/04,-999,-1
FR03035,O3,2003/11/05,-999,-1
FR03035,O3,2003/11/06,-999,-1
FR03035,O3,2003/11/07,-999,-1
FR03035,O3,2003/11/08,-999,-1
FR03035,O3,2003/11/09,-999,-1
FR03035,O3,2003/11/10,-999,-1
FR03035,O3,2003/11/11,-999,-1
FR03035,O3,2003/11/12,-999,-1
FR03035,O3,2003/11/13,-999,-1
FR03035,O3,2003/11/14,-999,-1
FR03035,O3,2003/11/15,-999,-1
FR03035,O3,2003/11/16,-999,-1
FR03035,O3,2003/11/17,-999,-1
FR03035,O3,2003/11/18,-999,-1
FR03035,O3,2003/11/19,-999,-1
FR03035,O3,2003/11/20,-999,-1
FR03035,O3,2003/11/21,-999,-1
FR03035,O3,2003/11/22,-999,-1
FR03035,O3,2003/11/23,-999,-1
FR03035,O3,2003/11/24,-999,-1
FR03035,O3,2003/11/25,-999,-1
FR03035,O3,2003/11/26,-999,-1
FR03035,O3,2003/11/27,-999,-1
FR03035,O3,2003/11/28,-999,-1
FR03035,O3,2003/11/29,-999,-1
FR03035,O3,2003/11/30,-999,-1
FR03035,O3,2003/12/01,-999,-1
FR03035,O3,2003/12/02,-999,-1
FR03035,O3,2003/12/03,-999,-1
FR03035,O3,2003/12/04,-999,-1
FR03035,O3,2003/12/05,-999,-1
FR03035,O3,2003/12/06,-999,-1
FR03035,O3,2003/12/07,-999,-1
FR03035,O3,2003/12/08,-999,-1
FR03035,O3,2003/12/09,-999,-1
FR03035,O3,2003/12/10,-999,-1
FR03035,O3,2003/12/11,-999,-1
FR03035,O3,2003/12/12,-999,-1
FR03035,O3,2003/12/13,-999,-1
FR03035,O3,2003/12/14,-999,-1
FR03035,O3,2003/12/15,-999,-1
FR03035,O3,2003/12/16,-999,-1
FR03035,O3,2003/12/17,-999,-1
FR03035,O3,2003/12/18,-999,-1
FR03035,O3,2003/12/19,-999,-1
FR03035,O3,2003/12/20,-999,-1
FR03035,O3,2003/12/21,-999,-1
FR03035,O3,2003/12/22,-999,-1
FR03035,O3,2003/12/23,-999,-1
FR03035,O3,2003/12/24,-999,-1
FR03035,O3,2003/12/25,-999,-1
FR03035,O3,2003/12/26,-999,-1
FR03035,O3,2003/12/27,-999,-1
FR03035,O3,2003/12/28,-999,-1
FR03035,O3,2003/12/29,-999,-1
FR03035,O3,2003/12/30,-999,-1
FR03035,O3,2003/12/31,-999,-1
FR03036,O3,2003/01/01,32,1
FR03036,O3,2003/01/02,10,1
FR03036,O3,2003/01/03,13,1
FR03036,O3,2003/01/04,28,1
FR03036,O3,2003/01/05,43,1
FR03036,O3,2003/01/06,31,1
FR03036,O3,2003/01/07,26,1
FR03036,O3,2003/01/08,11,1
FR03036,O3,2003/01/09,10,1
FR03036,O3,2003/01/10,16,1
FR03036,O3,2003/01/11,13,1
FR03036,O3,2003/01/12,13,1
FR03036,O3,2003/01/13,14,1
FR03036,O3,2003/01/14,10,1
FR03036,O3,2003/01/15,16,1
FR03036,O3,2003/01/16,15,1
FR03036,O3,2003/01/17,37,1
FR03036,O3,2003/01/18,17,1
FR03036,O3,2003/01/19,41,1
FR03036,O3,2003/01/20,26,1
FR03036,O3,2003/01/21,33,1
FR03036,O3,2003/01/22,17,1
FR03036,O3,2003/01/23,37,1
FR03036,O3,2003/01/24,17,1
FR03036,O3,2003/01/25,11,1
FR03036,O3,2003/01/26,11,1
FR03036,O3,2003/01/27,13,1
FR03036,O3,2003/01/28,44,1
FR03036,O3,2003/01/29,44,1
FR03036,O3,2003/01/30,39,1
FR03036,O3,2003/01/31,45,1
FR03036,O3,2003/02/01,55,1
FR03036,O3,2003/02/02,39,1
FR03036,O3,2003/02/03,38,1
FR03036,O3,2003/02/04,57,1
FR03036,O3,2003/02/05,66,1
FR03036,O3,2003/02/06,45,1
FR03036,O3,2003/02/07,24,1
FR03036,O3,2003/02/08,25,1
FR03036,O3,2003/02/09,23,1
FR03036,O3,2003/02/10,29,1
FR03036,O3,2003/02/11,20,1
FR03036,O3,2003/02/12,22,1
FR03036,O3,2003/02/13,26,1
FR03036,O3,2003/02/14,14,1
FR03036,O3,2003/02/15,35,1
FR03036,O3,2003/02/16,26,1
FR03036,O3,2003/02/17,27,1
FR03036,O3,2003/02/18,21,1
FR03036,O3,2003/02/19,45,1
FR03036,O3,2003/02/20,75,1
FR03036,O3,2003/02/21,61,1
FR03036,O3,2003/02/22,58,1
FR03036,O3,2003/02/23,80,1
FR03036,O3,2003/02/24,93,1
FR03036,O3,2003/02/25,96,1
FR03036,O3,2003/02/26,109,1
FR03036,O3,2003/02/27,96,1
FR03036,O3,2003/02/28,38,1
FR03036,O3,2003/03/01,38,1
FR03036,O3,2003/03/02,44,1
FR03036,O3,2003/03/03,48,1
FR03036,O3,2003/03/04,28,1
FR03036,O3,2003/03/05,47,1
FR03036,O3,2003/03/06,54,1
FR03036,O3,2003/03/07,20,1
FR03036,O3,2003/03/08,30,1
FR03036,O3,2003/03/09,47,1
FR03036,O3,2003/03/10,39,1
FR03036,O3,2003/03/11,48,1
FR03036,O3,2003/03/12,65,1
FR03036,O3,2003/03/13,33,1
FR03036,O3,2003/03/14,59,1
FR03036,O3,2003/03/15,51,1
FR03036,O3,2003/03/16,44,1
FR03036,O3,2003/03/17,43,1
FR03036,O3,2003/03/18,47,1
FR03036,O3,2003/03/19,40,1
FR03036,O3,2003/03/20,45,1
FR03036,O3,2003/03/21,76,1
FR03036,O3,2003/03/22,109,1
FR03036,O3,2003/03/23,85,1
FR03036,O3,2003/03/24,53,1
FR03036,O3,2003/03/25,59,1
FR03036,O3,2003/03/26,50,1
FR03036,O3,2003/03/27,65,1
FR03036,O3,2003/03/28,98,1
FR03036,O3,2003/03/29,83,1
FR03036,O3,2003/03/30,70,1
FR03036,O3,2003/03/31,57,1
FR03036,O3,2003/04/01,65,1
FR03036,O3,2003/04/02,58,1
FR03036,O3,2003/04/03,67,1
FR03036,O3,2003/04/04,44,1
FR03036,O3,2003/04/05,60,1
FR03036,O3,2003/04/06,73,1
FR03036,O3,2003/04/07,67,1
FR03036,O3,2003/04/08,82,1
FR03036,O3,2003/04/09,47,1
FR03036,O3,2003/04/10,58,1
FR03036,O3,2003/04/11,39,1
FR03036,O3,2003/04/12,48,1
FR03036,O3,2003/04/13,90,1
FR03036,O3,2003/04/14,107,1
FR03036,O3,2003/04/15,122,1
FR03036,O3,2003/04/16,93,1
FR03036,O3,2003/04/17,75,1
FR03036,O3,2003/04/18,86,1
FR03036,O3,2003/04/19,88,1
FR03036,O3,2003/04/20,121,1
FR03036,O3,2003/04/21,86,1
FR03036,O3,2003/04/22,48,1
FR03036,O3,2003/04/23,65,1
FR03036,O3,2003/04/24,70,1
FR03036,O3,2003/04/25,77,1
FR03036,O3,2003/04/26,79,1
FR03036,O3,2003/04/27,61,1
FR03036,O3,2003/04/28,86,1
FR03036,O3,2003/04/29,109,1
FR03036,O3,2003/04/30,73,1
FR03036,O3,2003/05/01,51,1
FR03036,O3,2003/05/02,65,1
FR03036,O3,2003/05/03,53,1
FR03036,O3,2003/05/04,97,1
FR03036,O3,2003/05/05,119,1
FR03036,O3,2003/05/06,113,1
FR03036,O3,2003/05/07,97,1
FR03036,O3,2003/05/08,71,1
FR03036,O3,2003/05/09,46,1
FR03036,O3,2003/05/10,51,1
FR03036,O3,2003/05/11,73,1
FR03036,O3,2003/05/12,54,1
FR03036,O3,2003/05/13,67,1
FR03036,O3,2003/05/14,93,1
FR03036,O3,2003/05/15,73,1
FR03036,O3,2003/05/16,91,1
FR03036,O3,2003/05/17,59,1
FR03036,O3,2003/05/18,72,1
FR03036,O3,2003/05/19,65,1
FR03036,O3,2003/05/20,71,1
FR03036,O3,2003/05/21,88,1
FR03036,O3,2003/05/22,63,1
FR03036,O3,2003/05/23,53,1
FR03036,O3,2003/05/24,74,1
FR03036,O3,2003/05/25,52,1
FR03036,O3,2003/05/26,60,1
FR03036,O3,2003/05/27,30,1
FR03036,O3,2003/05/28,58,1
FR03036,O3,2003/05/29,88,1
FR03036,O3,2003/05/30,80,1
FR03036,O3,2003/05/31,89,1
FR03036,O3,2003/06/01,86,1
FR03036,O3,2003/06/02,73,1
FR03036,O3,2003/06/03,74,1
FR03036,O3,2003/06/04,66,1
FR03036,O3,2003/06/05,72,1
FR03036,O3,2003/06/06,59,1
FR03036,O3,2003/06/07,75,1
FR03036,O3,2003/06/08,87,1
FR03036,O3,2003/06/09,79,1
FR03036,O3,2003/06/10,58,1
FR03036,O3,2003/06/11,62,1
FR03036,O3,2003/06/12,65,1
FR03036,O3,2003/06/13,81,1
FR03036,O3,2003/06/14,89,1
FR03036,O3,2003/06/15,89,1
